,Neighborhood,Borough,Cluster Labels,Latitude,Longitude
430,Dumlupınar,Kadıköy,0,40.9931039,29.0596279
431,Eğitim,Kadıköy,0,40.9890334,29.0490887
432,Erenköy,Kadıköy,0,40.971668799999996,29.0763701
433,Fenerbahçe,Kadıköy,0,40.98763855,29.03697606448736
434,Feneryolu,Kadıköy,0,40.978850200000004,29.0487327
435,Fikirtepe,Kadıköy,0,40.9937033,29.047133399999996
436,Göztepe,Kadıköy,0,40.9792219,29.062645
437,Hasanpaşa,Kadıköy,0,40.9967079,29.0440914
438,Koşuyolu,Kadıköy,0,41.0069381,29.0350244
439,Kozyatağı,Kadıköy,0,40.975390000000004,29.099675599999998
440,Merdivenköy,Kadıköy,0,40.9877529,29.067699100000002
441,Osmanağa,Kadıköy,0,40.992595200000004,29.024251399999997
442,Rasimpaşa,Kadıköy,0,40.994248799999994,29.024564
443,Sahrayıcedid,Kadıköy,0,40.9811458,29.0828054
444,Suadiye,Kadıköy,0,40.960500700000004,29.084463699999997
445,Zühtüpaşa,Kadıköy,0,40.98771,29.0397924
446,Çağlayan,Kağıthane,0,41.0746256,28.979988800000005
447,Çeliktepe,Kağıthane,0,41.083673,28.999785100000004
448,Gültepe,Kağıthane,0,41.081002399999996,28.994907399999995
449,Emniyet,Kağıthane,0,41.0853888,29.004193199999996
450,Gürsel,Kağıthane,0,41.0709262,28.972669
451,Hamidiye,Kağıthane,0,41.0955771,28.972271600000003
452,Harmantepe,Kağıthane,0,41.0817386,28.991180100000005
